image,det_idx,yolo_conf,box,gt_class,raw_ocr,norm_ocr,ocr_conf,orientation,pp_variant,exact_match,is_floor,is_icon,iou
6_mp4-0008_jpg.rf.21c83959871866e9f07b07957fd1d33a,3,0.8287,"432,51,626,224",13,13,13,0.9998,flipped,clahe,True,True,False,0.7767
6_mp4-0008_jpg.rf.21c83959871866e9f07b07957fd1d33a,4,0.8107,"138,257,326,426",8,8,8,1.0,flipped,gray,True,True,False,0.7432
6_mp4-0008_jpg.rf.21c83959871866e9f07b07957fd1d33a,5,0.8071,"432,255,615,422",7,7,7,0.9996,flipped,gray,True,True,False,0.8113
6_mp4-0012_jpg.rf.383b5fe4697e11f81bb0c76ab9bdcda4,0,0.8549,"187,0,416,188",15,15,15,1.0,flipped,clahe,True,True,False,0.6746
6_mp4-0012_jpg.rf.383b5fe4697e11f81bb0c76ab9bdcda4,1,0.8356,"202,461,401,639",3,3,3,1.0,flipped,gray,True,True,False,0.9582
6_mp4-0012_jpg.rf.383b5fe4697e11f81bb0c76ab9bdcda4,2,0.8268,"194,228,403,428",9,,,0.0,original,gray,False,True,False,0.933
6_mp4-0012_jpg.rf.bd22f2a89869431ab90a643046a03a86,0,0.8482,"241,461,439,638",3,3,3,1.0,original,gray,True,True,False,0.9681
6_mp4-0012_jpg.rf.bd22f2a89869431ab90a643046a03a86,1,0.8472,"227,0,455,186",15,15,15,0.9994,original,gray,True,True,False,0.6849
6_mp4-0012_jpg.rf.bd22f2a89869431ab90a643046a03a86,2,0.8407,"232,228,442,427",9,,,0.0,original,gray,False,True,False,0.9419
6_mp4-0013_jpg.rf.76d6f828ccb58efbdf590133e4018a1d,0,0.8742,"0,220,183,407",10,10,10,0.9999,flipped,clahe,True,True,False,0.9187
6_mp4-0013_jpg.rf.76d6f828ccb58efbdf590133e4018a1d,1,0.8679,"0,0,191,175",16,16,16,1.0,flipped,otsu,True,True,False,0.8684
6_mp4-0013_jpg.rf.76d6f828ccb58efbdf590133e4018a1d,2,0.8418,"309,0,536,170",15,15,15,1.0,flipped,clahe,True,True,False,0.925
6_mp4-0013_jpg.rf.76d6f828ccb58efbdf590133e4018a1d,3,0.8248,"316,219,523,408",9,,,0.0,original,gray,False,True,False,0.8817
6_mp4-0013_jpg.rf.76d6f828ccb58efbdf590133e4018a1d,4,0.8214,"1,443,190,624",4,1 Y,1Y,0.022,flipped,otsu,False,True,False,0.8732
6_mp4-0013_jpg.rf.76d6f828ccb58efbdf590133e4018a1d,5,0.8111,"317,451,512,628",3,3,3,0.9999,flipped,clahe,True,True,False,0.843
6_mp4-0013_jpg.rf.7dcbec7f91b4f29f6d4a6c531c0721fd,0,0.8594,"459,220,639,409",10,10,10,0.9999,original,clahe,True,True,False,0.9436
6_mp4-0013_jpg.rf.7dcbec7f91b4f29f6d4a6c531c0721fd,1,0.8385,"451,443,638,624",4,,,0.0,original,gray,False,True,False,0.8776
6_mp4-0013_jpg.rf.7dcbec7f91b4f29f6d4a6c531c0721fd,2,0.8367,"104,0,333,171",15,15,15,1.0,original,clahe,True,True,False,0.9225
6_mp4-0013_jpg.rf.7dcbec7f91b4f29f6d4a6c531c0721fd,3,0.8351,"124,219,328,409",9,,,0.0,original,gray,False,True,False,0.8318
6_mp4-0013_jpg.rf.7dcbec7f91b4f29f6d4a6c531c0721fd,4,0.8294,"457,0,639,174",16,16,16,1.0,original,otsu,True,True,False,0.8512
6_mp4-0013_jpg.rf.7dcbec7f91b4f29f6d4a6c531c0721fd,5,0.8225,"125,451,323,629",3,3,3,1.0,original,clahe,True,True,False,0.8447
6_mp4-0016_jpg.rf.3af407a8ab7143372beb75dd68933357,0,0.8547,"138,229,328,406",10,10,10,0.9999,original,clahe,True,True,False,0.7987
6_mp4-0016_jpg.rf.3af407a8ab7143372beb75dd68933357,1,0.8422,"455,3,639,193",17,17,17,1.0,original,otsu,True,True,False,0.9281
6_mp4-0016_jpg.rf.3af407a8ab7143372beb75dd68933357,2,0.8388,"443,230,634,404",11,11,11,0.9978,original,gray,True,True,False,0.9242
6_mp4-0016_jpg.rf.3af407a8ab7143372beb75dd68933357,3,0.8335,"434,432,621,600",5,5,5,1.0,original,clahe,True,True,False,0.8615
6_mp4-0016_jpg.rf.3af407a8ab7143372beb75dd68933357,4,0.8278,"141,440,328,605",4,,,0.0,original,gray,False,True,False,0.8504
6_mp4-0016_jpg.rf.3af407a8ab7143372beb75dd68933357,5,0.8275,"130,0,343,186",16,16,16,1.0,original,clahe,True,True,False,0.6908
6_mp4-0016_jpg.rf.986ef7e01442d1755e426975190bf4f5,0,0.8551,"138,228,329,406",10,10,10,0.9999,original,clahe,True,True,False,0.7903
6_mp4-0016_jpg.rf.986ef7e01442d1755e426975190bf4f5,1,0.8427,"455,3,639,192",17,17,17,1.0,original,gray,True,True,False,0.9329
6_mp4-0016_jpg.rf.986ef7e01442d1755e426975190bf4f5,2,0.8381,"443,229,634,403",11,H1,H1,0.1087,original,gray,False,True,False,0.914
6_mp4-0016_jpg.rf.986ef7e01442d1755e426975190bf4f5,3,0.8368,"434,432,621,601",5,5,5,0.9972,original,gray,True,True,False,0.8666
6_mp4-0016_jpg.rf.986ef7e01442d1755e426975190bf4f5,4,0.829,"131,1,344,185",16,16,16,1.0,original,gray,True,True,False,0.6984
6_mp4-0016_jpg.rf.986ef7e01442d1755e426975190bf4f5,5,0.8219,"141,439,328,605",4,,,0.0,original,gray,False,True,False,0.8455
6_mp4-0019_jpg.rf.f8be3855d1c9c441f2737abe0abb26be,0,0.855,"50,428,233,583",5,5,5,1.0,original,clahe,True,True,False,0.8113
6_mp4-0019_jpg.rf.f8be3855d1c9c441f2737abe0abb26be,1,0.8473,"326,417,496,573",6,,,0.0,original,gray,False,True,False,0.9536
6_mp4-0019_jpg.rf.f8be3855d1c9c441f2737abe0abb26be,2,0.8472,"47,233,230,398",11,11,11,0.9999,original,clahe,True,True,False,0.7573
6_mp4-0019_jpg.rf.f8be3855d1c9c441f2737abe0abb26be,3,0.8467,"38,29,229,205",17,17,17,1.0,original,otsu,True,True,False,0.8017
6_mp4-0019_jpg.rf.f8be3855d1c9c441f2737abe0abb26be,4,0.8389,"329,234,501,390",12,12,12,1.0,original,clahe,True,True,False,0.9237
6_mp4-0019_jpg.rf.f8be3855d1c9c441f2737abe0abb26be,5,0.8025,"328,35,508,212",18,18,18,1.0,original,clahe,True,True,False,0.8837
6_mp4-0023_jpg.rf.50b835255f22a0366db06b1b8d13c4d5,0,0.8663,"489,366,587,457",5,,,0.0,original,gray,False,True,False,0.8839
6_mp4-0023_jpg.rf.50b835255f22a0366db06b1b8d13c4d5,1,0.8598,"46,166,153,261",14,14,14,0.9995,original,clahe,True,True,False,0.7777
6_mp4-0023_jpg.rf.50b835255f22a0366db06b1b8d13c4d5,2,0.8468,"351,371,447,460",4,,,0.0,original,gray,False,True,False,0.7935
6_mp4-0023_jpg.rf.50b835255f22a0366db06b1b8d13c4d5,3,0.845,"207,373,305,462",3,,,0.0,original,gray,False,True,False,0.8569
6_mp4-0023_jpg.rf.50b835255f22a0366db06b1b8d13c4d5,4,0.8376,"496,163,592,259",17,17,17,0.9957,original,gray,True,True,False,0.7479
6_mp4-0023_jpg.rf.50b835255f22a0366db06b1b8d13c4d5,5,0.8343,"52,276,156,364",8,8,8,1.0,flipped,clahe,True,True,False,0.7938
6_mp4-0023_jpg.rf.50b835255f22a0366db06b1b8d13c4d5,6,0.8331,"60,377,162,471",2,,,0.0,original,gray,False,True,False,0.6118
6_mp4-0023_jpg.rf.50b835255f22a0366db06b1b8d13c4d5,7,0.8311,"492,271,591,354",11,,,0.0,original,gray,False,True,False,0.9315
6_mp4-0023_jpg.rf.50b835255f22a0366db06b1b8d13c4d5,8,0.827,"206,274,303,358",9,,,0.0,original,gray,False,True,False,0.7498
6_mp4-0023_jpg.rf.50b835255f22a0366db06b1b8d13c4d5,9,0.8269,"350,271,449,357",10,10,10,0.9999,original,gray,True,True,False,0.7798
6_mp4-0023_jpg.rf.50b835255f22a0366db06b1b8d13c4d5,10,0.8206,"346,163,451,259",16,16,16,0.9999,original,clahe,True,True,False,0.8567
6_mp4-0023_jpg.rf.50b835255f22a0366db06b1b8d13c4d5,11,0.8162,"199,164,306,259",15,15,15,0.9999,original,gray,True,True,False,0.748
6_mp4-0023_jpg.rf.b87598411cd49509fe03826fdfeab80f,0,0.8495,"335,373,431,463",3,,,0.0,original,gray,False,True,False,0.8476
6_mp4-0023_jpg.rf.b87598411cd49509fe03826fdfeab80f,1,0.8422,"487,165,592,261",14,14,14,0.9998,flipped,clahe,True,True,False,0.7576
6_mp4-0023_jpg.rf.b87598411cd49509fe03826fdfeab80f,2,0.842,"53,365,149,456",5,,,0.0,original,gray,False,True,False,0.8742
6_mp4-0023_jpg.rf.b87598411cd49509fe03826fdfeab80f,3,0.8385,"476,376,581,470",2,,,0.0,original,gray,False,True,False,0.6198
6_mp4-0023_jpg.rf.b87598411cd49509fe03826fdfeab80f,4,0.8367,"191,271,289,358",10,10,10,0.9999,flipped,clahe,True,True,False,0.7811
6_mp4-0023_jpg.rf.b87598411cd49509fe03826fdfeab80f,5,0.8352,"339,273,430,358",9,,,0.0,original,gray,False,True,False,0.789
6_mp4-0023_jpg.rf.b87598411cd49509fe03826fdfeab80f,6,0.8351,"42,163,147,258",17,17,17,1.0,flipped,otsu,True,True,False,0.8217
6_mp4-0023_jpg.rf.b87598411cd49509fe03826fdfeab80f,7,0.8256,"483,275,587,364",8,8,8,1.0,original,clahe,True,True,False,0.7852
6_mp4-0023_jpg.rf.b87598411cd49509fe03826fdfeab80f,8,0.825,"192,371,289,460",4,,,0.0,original,gray,False,True,False,0.8018
6_mp4-0023_jpg.rf.b87598411cd49509fe03826fdfeab80f,9,0.8207,"187,162,293,259",16,16,16,0.9999,flipped,clahe,True,True,False,0.8739
6_mp4-0023_jpg.rf.b87598411cd49509fe03826fdfeab80f,10,0.8156,"333,164,444,259",15,15,15,0.9136,flipped,clahe,True,True,False,0.776
6_mp4-0023_jpg.rf.b87598411cd49509fe03826fdfeab80f,11,0.8136,"49,270,148,354",11,,,0.0,original,gray,False,True,False,0.9391
7_mp4-0001_jpg.rf.c1078efb5460c1d716c7287ad2d62533,0,0.8451,"227,188,372,345",Up,,,0.0,original,gray,False,False,True,0.9438
7_mp4-0003_jpg.rf.6dc3d1310a59b2949e6841d6622802b6,0,0.8325,"184,199,301,320",Up,,,0.0,original,gray,False,False,True,0.845
7_mp4-0008_jpg.rf.80e4001451b6112e2257c6e625fb2efe,0,0.8542,"150,227,315,392",Up,#',,0.094,flipped,otsu,False,False,True,0.877
7_mp4-0009_jpg.rf.ecfcf3123dff08c8d6a20f5399da8321,0,0.8553,"267,349,405,496",Up,,,0.0,original,gray,False,False,True,0.7417
9_mp4-0000_jpg.rf.1a5f9d74657aa0e5d7cc410e38507ad3,0,0.8894,"275,304,439,414",Down,,,0.0,original,gray,False,False,True,0.8341
9_mp4-0000_jpg.rf.1a5f9d74657aa0e5d7cc410e38507ad3,1,0.8733,"275,112,440,231",Up,,,0.0,original,gray,False,False,True,0.8117
9_mp4-0000_jpg.rf.755ab1ddb8b4b0a01c85c1003fcc3df6,0,0.8914,"201,305,365,413",Down,,,0.0,original,gray,False,False,True,0.8338
9_mp4-0000_jpg.rf.755ab1ddb8b4b0a01c85c1003fcc3df6,1,0.8819,"198,113,367,229",Up,,,0.0,original,gray,False,False,True,0.8315
9_mp4-0002_jpg.rf.fb2a82cbabe0b28dd15977fdf86f61d5,0,0.891,"279,349,427,446",Down,,,0.0,original,gray,False,False,True,0.8275
9_mp4-0002_jpg.rf.fb2a82cbabe0b28dd15977fdf86f61d5,1,0.8581,"287,167,435,273",Up,,,0.0,original,gray,False,False,True,0.9204
9_mp4-0010_jpg.rf.fd76f98825706a94c48d2aef020032d2,0,0.8845,"294,217,458,330",Up,,,0.0,original,gray,False,False,True,0.9509
9_mp4-0010_jpg.rf.fd76f98825706a94c48d2aef020032d2,1,0.8688,"296,392,449,490",Down,,,0.0,original,gray,False,False,True,0.8989
9_mp4-0012_jpg.rf.f628fa84f3a1d49d4d61d9437c073662,0,0.899,"267,0,441,94",Up,,,0.0,original,gray,False,False,True,0.9107
9_mp4-0012_jpg.rf.f628fa84f3a1d49d4d61d9437c073662,1,0.8983,"273,173,434,285",Down,,,0.0,original,gray,False,False,True,0.9257
